"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49"
"1",0,0.0738643141557408,0.0738643141557408,0.0255018950873661,0.0148616913688575,0.0148616913688575,0.0148616913688575,0.0148616913688575,0.0148616913688575,0.0148616913688575,0.0144295725089158,0.0144295725089158,0.0105797280895469,0.0105797280895469,0.0105797280895469,0.00940646452940095,0.00892973862659119,0.00892973862659119,0.00892973862659119,0.00892973862659119,0.0573104511386035,0.0255018950873661,0.0573104511386035,0.00804106551923923,0.0108260811939432,0.0108260811939432,0.00854030253133576,0.00956450931571293,0.00956450931571293,0.0103045630585405,0.0103491814785739,0.00752361519940968,0.00752361519940968,0.00752361519940968,0.00600433790314476,0.0110587655563621,0.0110587655563621,0.00834929540965077,0.00834929540965077,0.00940646452940095,0.0105797280895469,0.0738643141557408,0.0255018950873661,0.0103491814785739,0.00708231157019969,0.00804106551923923,0.00854030253133576,0.0103045630585405,0.0255018950873661
"2",0.0738643141557408,0,0.0738643141557408,0.0255018950873661,0.0148616913688575,0.0148616913688575,0.0148616913688575,0.0148616913688575,0.0148616913688575,0.0148616913688575,0.0144295725089158,0.0144295725089158,0.0105797280895469,0.0105797280895469,0.0105797280895469,0.00940646452940095,0.00892973862659119,0.00892973862659119,0.00892973862659119,0.00892973862659119,0.0573104511386035,0.0255018950873661,0.0573104511386035,0.00804106551923923,0.0108260811939432,0.0108260811939432,0.00854030253133576,0.00956450931571293,0.00956450931571293,0.0103045630585405,0.0103491814785739,0.00752361519940968,0.00752361519940968,0.00752361519940968,0.00600433790314476,0.0110587655563621,0.0110587655563621,0.00834929540965077,0.00834929540965077,0.00940646452940095,0.0105797280895469,0.0738643141557408,0.0255018950873661,0.0103491814785739,0.00708231157019969,0.00804106551923923,0.00854030253133576,0.0103045630585405,0.0255018950873661
"3",0.0738643141557408,0.0738643141557408,0,0.0255018950873661,0.0148616913688575,0.0148616913688575,0.0148616913688575,0.0148616913688575,0.0148616913688575,0.0148616913688575,0.0144295725089158,0.0144295725089158,0.0105797280895469,0.0105797280895469,0.0105797280895469,0.00940646452940095,0.00892973862659119,0.00892973862659119,0.00892973862659119,0.00892973862659119,0.0573104511386035,0.0255018950873661,0.0573104511386035,0.00804106551923923,0.0108260811939432,0.0108260811939432,0.00854030253133576,0.00956450931571293,0.00956450931571293,0.0103045630585405,0.0103491814785739,0.00752361519940968,0.00752361519940968,0.00752361519940968,0.00600433790314476,0.0110587655563621,0.0110587655563621,0.00834929540965077,0.00834929540965077,0.00940646452940095,0.0105797280895469,0.0738643141557408,0.0255018950873661,0.0103491814785739,0.00708231157019969,0.00804106551923923,0.00854030253133576,0.0103045630585405,0.0255018950873661
"4",0.0341143146848978,0.0341143146848978,0.0341143146848978,0,0.0383302669979407,0.0383302669979407,0.0383302669979407,0.0383302669979407,0.0383302669979407,0.0383302669979407,0.0173588901118497,0.0173588901118497,0.0146130043111624,0.0146130043111624,0.0146130043111624,0.0115268444353674,0.0134648804355878,0.0134648804355878,0.0134648804355878,0.0134648804355878,0.0526932133790268,0.0552167032431651,0.0526932133790268,0.0119968320114703,0.0140759836103852,0.0140759836103852,0.0113175251245695,0.0140277677656625,0.0140277677656625,0.0134946973136579,0.0141926594382487,0.0100813812664459,0.0100813812664459,0.0100813812664459,0.00790642838907817,0.0193881533639076,0.0193881533639076,0.0124977056021383,0.0124977056021383,0.0115268444353674,0.0146130043111624,0.0341143146848978,0.0552167032431651,0.0141926594382487,0.00921810857307887,0.0119968320114703,0.0113175251245695,0.0134946973136579,0.0552167032431651
"5",0.0209550098316947,0.0209550098316947,0.0209550098316947,0.0404014803857208,0,0.052385975906086,0.052385975906086,0.052385975906086,0.052385975906086,0.052385975906086,0.0160544346119685,0.0160544346119685,0.0151312613455172,0.0151312613455172,0.0151312613455172,0.0147148277383091,0.0185595941678117,0.0185595941678117,0.0185595941678117,0.0185595941678117,0.0238785898899353,0.0404014803857208,0.0238785898899353,0.0172093268796311,0.0173798884655751,0.0173798884655751,0.0145859163739618,0.0199119216559487,0.0199119216559487,0.0132650246196122,0.0185568559135793,0.0128472042503972,0.0128472042503972,0.0128472042503972,0.00989054834268773,0.0370686692793358,0.0370686692793358,0.018235231381931,0.018235231381931,0.0147148277383091,0.0151312613455172,0.0209550098316947,0.0404014803857208,0.0185568559135793,0.0113940337163157,0.0172093268796311,0.0145859163739618,0.0132650246196122,0.0404014803857208
"6",0.0209550098316947,0.0209550098316947,0.0209550098316947,0.0404014803857208,0.052385975906086,0,0.052385975906086,0.052385975906086,0.052385975906086,0.052385975906086,0.0160544346119685,0.0160544346119685,0.0151312613455172,0.0151312613455172,0.0151312613455172,0.0147148277383091,0.0185595941678117,0.0185595941678117,0.0185595941678117,0.0185595941678117,0.0238785898899353,0.0404014803857208,0.0238785898899353,0.0172093268796311,0.0173798884655751,0.0173798884655751,0.0145859163739618,0.0199119216559487,0.0199119216559487,0.0132650246196122,0.0185568559135793,0.0128472042503972,0.0128472042503972,0.0128472042503972,0.00989054834268773,0.0370686692793358,0.0370686692793358,0.018235231381931,0.018235231381931,0.0147148277383091,0.0151312613455172,0.0209550098316947,0.0404014803857208,0.0185568559135793,0.0113940337163157,0.0172093268796311,0.0145859163739618,0.0132650246196122,0.0404014803857208
"7",0.0209550098316947,0.0209550098316947,0.0209550098316947,0.0404014803857208,0.052385975906086,0.052385975906086,0,0.052385975906086,0.052385975906086,0.052385975906086,0.0160544346119685,0.0160544346119685,0.0151312613455172,0.0151312613455172,0.0151312613455172,0.0147148277383091,0.0185595941678117,0.0185595941678117,0.0185595941678117,0.0185595941678117,0.0238785898899353,0.0404014803857208,0.0238785898899353,0.0172093268796311,0.0173798884655751,0.0173798884655751,0.0145859163739618,0.0199119216559487,0.0199119216559487,0.0132650246196122,0.0185568559135793,0.0128472042503972,0.0128472042503972,0.0128472042503972,0.00989054834268773,0.0370686692793358,0.0370686692793358,0.018235231381931,0.018235231381931,0.0147148277383091,0.0151312613455172,0.0209550098316947,0.0404014803857208,0.0185568559135793,0.0113940337163157,0.0172093268796311,0.0145859163739618,0.0132650246196122,0.0404014803857208
"8",0.0209550098316947,0.0209550098316947,0.0209550098316947,0.0404014803857208,0.052385975906086,0.052385975906086,0.052385975906086,0,0.052385975906086,0.052385975906086,0.0160544346119685,0.0160544346119685,0.0151312613455172,0.0151312613455172,0.0151312613455172,0.0147148277383091,0.0185595941678117,0.0185595941678117,0.0185595941678117,0.0185595941678117,0.0238785898899353,0.0404014803857208,0.0238785898899353,0.0172093268796311,0.0173798884655751,0.0173798884655751,0.0145859163739618,0.0199119216559487,0.0199119216559487,0.0132650246196122,0.0185568559135793,0.0128472042503972,0.0128472042503972,0.0128472042503972,0.00989054834268773,0.0370686692793358,0.0370686692793358,0.018235231381931,0.018235231381931,0.0147148277383091,0.0151312613455172,0.0209550098316947,0.0404014803857208,0.0185568559135793,0.0113940337163157,0.0172093268796311,0.0145859163739618,0.0132650246196122,0.0404014803857208
"9",0.0209550098316947,0.0209550098316947,0.0209550098316947,0.0404014803857208,0.052385975906086,0.052385975906086,0.052385975906086,0.052385975906086,0,0.052385975906086,0.0160544346119685,0.0160544346119685,0.0151312613455172,0.0151312613455172,0.0151312613455172,0.0147148277383091,0.0185595941678117,0.0185595941678117,0.0185595941678117,0.0185595941678117,0.0238785898899353,0.0404014803857208,0.0238785898899353,0.0172093268796311,0.0173798884655751,0.0173798884655751,0.0145859163739618,0.0199119216559487,0.0199119216559487,0.0132650246196122,0.0185568559135793,0.0128472042503972,0.0128472042503972,0.0128472042503972,0.00989054834268773,0.0370686692793358,0.0370686692793358,0.018235231381931,0.018235231381931,0.0147148277383091,0.0151312613455172,0.0209550098316947,0.0404014803857208,0.0185568559135793,0.0113940337163157,0.0172093268796311,0.0145859163739618,0.0132650246196122,0.0404014803857208
"10",0.0209550098316947,0.0209550098316947,0.0209550098316947,0.0404014803857208,0.052385975906086,0.052385975906086,0.052385975906086,0.052385975906086,0.052385975906086,0,0.0160544346119685,0.0160544346119685,0.0151312613455172,0.0151312613455172,0.0151312613455172,0.0147148277383091,0.0185595941678117,0.0185595941678117,0.0185595941678117,0.0185595941678117,0.0238785898899353,0.0404014803857208,0.0238785898899353,0.0172093268796311,0.0173798884655751,0.0173798884655751,0.0145859163739618,0.0199119216559487,0.0199119216559487,0.0132650246196122,0.0185568559135793,0.0128472042503972,0.0128472042503972,0.0128472042503972,0.00989054834268773,0.0370686692793358,0.0370686692793358,0.018235231381931,0.018235231381931,0.0147148277383091,0.0151312613455172,0.0209550098316947,0.0404014803857208,0.0185568559135793,0.0113940337163157,0.0172093268796311,0.0145859163739618,0.0132650246196122,0.0404014803857208
